cutoff_group,cluster_name,cluster_code,regional_name,province_name,city_name,team_name,rpm,sm,spv,status_current,status_bak,status_valsal,status_batch_approval,status_drm,status_atp,status_checklist_document,hp_plan,homepass_bak,homepass_valsal,hp_donasi,homepass_drm,olt_name,ba_open_date,bak_date,valsal_date,submission_date,released_at,drm_date,email_atp_date,actual_atp_date,rfs_date,rfs_cluster_id,po_type,INITIAL,po_number,po_date,po_value,status_po,po_version_label,remark_po,remark_general
ATP,KLAREYAN RW 01 PETARUKAN,PML000529,REGIONAL 3,JATENG,PEMALANG,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,532,,,,,,,12/8/2025,,1/31/2026,1/31/2026,,CLUSTER,INITIAL,7400109812,1/6/2026,93013600,,v1,PO AWAL,
ATP,KLAREYAN RW 02 PETARUKAN,PML000532,REGIONAL 3,JATENG,PEMALANG,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,614,,,,,,,12/8/2025,,1/31/2026,1/31/2026,,CLUSTER,INITIAL,7400109808,1/6/2026,112105800,,v1,PO AWAL,
ATP,KLAREYAN RW 04 PETARUKAN,PML000533,REGIONAL 3,JATENG,PEMALANG,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,351,,,,,,,12/8/2025,,1/31/2026,1/31/2026,,CLUSTER,INITIAL,7400109802,1/6/2026,87630650,,v1,PO AWAL,
ATP,SABARU RW 01 PALANGKARAYA,PLK000133,REGIONAL 4,KALTENG,PALANGKARAYA,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,858,,,,,,,11/4/2025,,1/2/2026,1/31/2026,,CLUSTER,INITIAL,7400109823,1/6/2026,223224500,,v1,PO AWAL,
ATP,OPEN AREA JL HIDAYATUSSHIBYAN KALIMATI,TGL000399,REGIONAL 3,JATENG,TEGAL,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,240,,,,,,,12/31/2025,,2/12/2026,1/30/2026,,CLUSTER,INITIAL,7400114938,2/26/2026,57272900,,v1,PO AWAL,
ATP,DESA BANJARTURI TEGAL,TGL001302,REGIONAL 3,JATENG,TEGAL,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,734,,,,,,,12/12/2025,,2/13/2026,1/30/2026,,CLUSTER,INITIAL,7400109842,1/6/2026,153424300,,v1,PO AWAL,
ATP,Pelambuan RW 02 Banjarmasin Barat,BJM000555,REGIONAL 4,KALSEL,BANJARMASIN,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,194,,,,,,,1/20/2026,,1/30/2026,1/30/2026,,CLUSTER,INITIAL,7400114941,2/26/2026,42255500,,v1,PO AWAL,
ATP,"LOA BAKUNG RT 82, 69, 76, 22, DAN 21 SAMARINDA",SMR000399,REGIONAL 4,KALTIM,SAMARINDA,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,744,,,,,,,1/9/2026,,2/2/2026,1/29/2026,,CLUSTER,INITIAL,7400113109,2/9/2026,172921250,,v1,PO AWAL,
ATP,KEDOKAN SAYANG RW 02 TARUB,TGL000891,REGIONAL 3,JATENG,TEGAL,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,,,,,,,,,,2/12/2026,1/27/2026,,CLUSTER,INITIAL,7400060778,12/16/2025,32807300,,v1,PO AWAL,
ATP,OPEN AREA JL KEDOKAN SAYANG TARUB,TGL000969,REGIONAL 3,JATENG,TEGAL,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,,,,,,,,,,2/12/2026,1/27/2026,,CLUSTER,INITIAL,7400113105,2/9/2026,98277350,,v1,PO AWAL,
ATP,"MELAYU ILIR RT 01, 02, DAN 03 ASTAMBUL BANJARMASIN",BJM001347,REGIONAL 4,KALSEL,BANJARMASIN,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,,,,,,,,1/26/2026,,1/30/2026,1/30/2026,,CLUSTER,INITIAL,7400114934,2/26/2026,39763250,,v1,PO AWAL,
ATP,SUNTER AGUNG RW 06,JKT002195,REGIONAL 2,JAKARTA,JAKARTA UTARA,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,554,,,,,,,1/26/2026,,3/2/2026,1/31/2026,,CLUSTER,INITIAL,7400113114,2/9/2026,86560500,,v1,PO AWAL,
ATP,KASANG LOPAK ALAI RT 10 JAMBI,JMB001231,REGIONAL 1,JAMBI,JAMBI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,106,,,,,,,1/30/2026,,3/2/2026,1/31/2026,,CLUSTER,INITIAL,7400114943,2/26/2026,52374250,,v1,PO AWAL,
ATP,KLOROGAN RW 03 GEGER,,REGIONAL 3,JATIM,MADIUN,,,,,ATP,DONE,DONE,RELEASED,DONE,PUNCLIST,NOT STARTED,,,,,134,,,,,,,1/31/2026,,2/20/2026,1/31/2026,,CLUSTER,INITIAL,7400066868,2/6/2025,43974500,,v1,PO AWAL,
ATP,Satreyan RW 01 Kanigoro,BLT000231,REGIONAL 3,JATIM,BLITAR,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,247,,,,,,,1/7/2026,2/4/2026,2/16/2026,2/3/2026,,CLUSTER,INITIAL,7400111440,1/30/2026,67576750,,v1,PO AWAL,
RFS,Klorogan RW 02 Geger,MAD000270,REGIONAL 3,JATIM,MADIUN,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,175,,,,,,,2/20/2026,,,4/8/2026,,CLUSTER,INITIAL,7400119755,4/6/2026,41626750,,v1,PO AWAL,
ATP,BUKIT PINANG RT 14 SAMPAI 17 SAMARINDA,SMR000617,REGIONAL 4,KALTIM,SAMARINDA,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,849,,,,,,,2/20/2026,,3/20/2026,3/30/2026,,CLUSTER,INITIAL,7400117765,3/12/2026,302795250,,v1,PO AWAL,
RFS,SIRING AGUNG RT 01 SAMPAI 04 LUBUKLINGGAU,LLG000093,REGIONAL 1,SUMSEL,LUBUKLINGGAU,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,608,,,,,,,2/23/2026,,,3/30/2026,,CLUSTER,INITIAL,7400117756,3/12/2026,157704750,,v1,PO AWAL,
RFS,Ngaglik RW 01 Srengat,BLT000285,REGIONAL 3,JATIM,BLITAR,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,279,,,,,,,2/24/2026,,,4/18/2026,,CLUSTER,INITIAL,7400119764,4/6/2026,83224750,,v1,PO AWAL,
ATP,PILANGREJO RW 05 DAN RW 06 DEMAK,DMK001641,REGIONAL 3,JATENG,DEMAK,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,311,,,,,,,2/24/2026,,4/14/2026,4/13/2026,,CLUSTER,INITIAL,7400120643,4/13/2026,83684150,,v1,PO AWAL,
ATP,DUSUN DRONO DEMAK,DMK001642,REGIONAL 3,JATENG,DEMAK,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,180,,,,,,,2/24/2026,,4/13/2026,3/17/2026,,CLUSTER,INITIAL,7400117776,3/12/2026,48493900,,v1,PO AWAL,
RFS,KELURAHAN SELOGABUS PARENGAN TUBAN,BJN000405,REGIONAL 3,JATIM,BOJONEGORO,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,818,,,,,,,2/25/2026,,5/9/2026,4/13/2026,,CLUSTER,INITIAL,7400122203,4/24/2026,188237250,,v1,PO AWAL,
ATP,NEGLA RW 14 BREBES,BBS000939,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,126,,,,,,,2/26/2026,,4/30/2026,4/19/2026,,CLUSTER,INITIAL,7400121941,4/20/2026,38608200,,v1,PO AWAL,
ATP,NEGLA RW 13 BREBES,BBS001035,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,107,,,,,,,2/26/2026,,4/30/2026,4/20/2026,,CLUSTER,INITIAL,7400121931,4/20/2026,24635150,,v1,PO AWAL,
ATP,NEGLA RW 11 BREBES,BBS000940,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,148,,,,,,,2/26/2026,,4/30/2026,4/20/2026,,CLUSTER,INITIAL,7400121937,4/20/2026,29352150,,v1,PO AWAL,
ATP,NEGLA RW 10 BREBES,BBS001034,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,230,,,,,,,2/26/2026,,4/30/2026,4/20/2026,,CLUSTER,INITIAL,7400121939,4/20/2026,45823400,,v1,PO AWAL,
ATP,NEGLA RW 06 BREBES,BBS000937,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,240,,,,,,,2/26/2026,,4/30/2026,4/19/2026,,CLUSTER,INITIAL,7400119795,4/6/2026,57112400,,v1,PO AWAL,
ATP,NEGLA RW 05 BREBES,BBS000748,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,238,,,,,,,2/26/2026,,4/30/2026,3/18/2026,,CLUSTER,INITIAL,7400118704,3/18/2026,49199850,,v1,PO AWAL,
ATP,NEGLA RW 03 BREBES,BBS001033,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,118,,,,,,,2/26/2026,,4/30/2026,3/18/2026,,CLUSTER,INITIAL,7400119797,4/6/2026,32666700,,v1,PO AWAL,
ATP,NEGLA RW 12 BREBES,BBS000693,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,204,,,,,,,2/28/2026,,4/22/2026,4/20/2026,,CLUSTER,INITIAL,7400121933,4/20/2026,38612900,,v1,PO AWAL,
ATP,PILANGREJO RW 07 DEMAK,DMK001652,REGIONAL 3,JATENG,DEMAK,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,425,,,,,,,3/5/2026,,4/13/2026,3/28/2026,,CLUSTER,INITIAL,7400117781,3/12/2026,107579150,,v1,PO AWAL,
ATP,BANARAN RW 02 GEGER,,REGIONAL 3,JATIM,MADIUN,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,,,,,,,,,,2/20/2026,2/11/2026,,CLUSTER,INITIAL,7400066864,2/6/2025,51263750,,v1,PO AWAL,
ATP,Satreyan RW 06 Kanigoro,BLT000233,REGIONAL 3,JATIM,BLITAR,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,296,,,,,,,2/2/2026,,4/25/2026,2/25/2026,,CLUSTER,INITIAL,7400114947,2/26/2026,92642500,,v1,PO AWAL,
ATP,RAWA MAKMUR RT 45 SAMPAI RT 47 DAN RT 49 SAMARINDA,SMR000528,REGIONAL 4,KALTIM,SAMARINDA,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,156,,,,,,,2/4/2026,,2/28/2026,2/20/2026,,CLUSTER,INITIAL,7400116339,3/4/2026,75298650,,v1,PO AWAL,
ATP,WONOKERTO RW 04 DEMAK,DMK001586,REGIONAL 3,JATENG,DEMAK,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,107,,,,,,,2/10/2026,,3/9/2026,2/28/2026,,CLUSTER,INITIAL,7400116321,3/4/2026,35421700,,v1,PO AWAL,
ATP,WONOKERTO RW 01 SAMPAI 03 DEMAK,DMK001584,REGIONAL 3,JATENG,DEMAK,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,373,,,,,,,2/10/2026,,3/9/2026,2/28/2026,,CLUSTER,INITIAL,7400116327,3/4/2026,81298550,,v1,PO AWAL,
ATP,OPEN AREA JALAN RAYA PANTURA KARANGTOWO DEMAK,DMK001583,REGIONAL 3,JATENG,DEMAK,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,295,,,,,,,2/10/2026,,3/10/2026,2/28/2026,,CLUSTER,INITIAL,7400116323,3/4/2026,65065650,,v1,PO AWAL,
ATP,KARANGTOWO RW 01 DEMAK,DMK001580,REGIONAL 3,JATENG,DEMAK,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,254,,,,,,,2/11/2026,,3/10/2026,2/28/2026,,CLUSTER,INITIAL,7400116319,3/4/2026,60475350,,v1,PO AWAL,
ATP,PERUMAHAN CITRA DAMAI 2 KEDUNGWARU TULUNGAGUNG,TLG000403,REGIONAL 3,JATIM,TULUNGAGUNG,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,319,,,,,,,2/2/2026,,3/4/2026,2/26/2026,,CLUSTER,INITIAL,7400117772,3/12/2026,62675250,,v1,PO AWAL,
ATP,MENTOR RW 05 PROBOLINGGO,PBL000306,REGIONAL 3,JATIM,PROBOLINGGO,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,181,,,,,,,2/5/2026,,3/10/2026,2/20/2026,,CLUSTER,INITIAL,7400114962,2/26/2026,37757000,,v1,PO AWAL,
ATP,PERUMAHAN GRIYA BATANG HARI 8 JAMBI,JMB001178,REGIONAL 1,JAMBI,JAMBI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,103,,,,,,,2/11/2026,4/1/2026,4/1/2026,2/28/2026,,CLUSTER,INITIAL,7400117761,3/12/2026,21966750,,v1,PO AWAL,
ATP,PERUMAHAN D'GREEN TANGKIT JAMBI,JMB001232,REGIONAL 1,JAMBI,JAMBI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,65,,,,,,,2/9/2026,4/1/2026,4/1/2026,2/27/2026,,CLUSTER,INITIAL,7400116353,3/4/2026,30576000,,v1,PO AWAL,
ATP,PASIR PANJANG RT 05 JAMBI,JMB001199,REGIONAL 1,JAMBI,JAMBI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,235,,,,,,,2/9/2026,,18-Feb-26,2/18/2026,,CLUSTER,INITIAL,7400116355,3/4/2026,102282250,,v1,PO AWAL,
ATP,DESA SIMPANG KUBU KANDANG PEMAYUNG JAMBI,JMB001229,REGIONAL 1,JAMBI,JAMBI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,530,,,,,,,2/10/2026,4/17/2026,4/17/2026,2/28/2026,,CLUSTER,INITIAL,7400116357,3/4/2026,193957750,,v1,PO AWAL,
ATP,KARANGJUNTI RW 05 BREBES,BBS000801,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,75,,,,,,,2/4/2026,,2/28/2026,2/27/2026,,CLUSTER,INITIAL,7400117768,3/12/2026,23675950,,v1,PO AWAL,
ATP,KARANGJUNTI RW 04 BREBES,BBS000751,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,226,,,,,,,2/4/2026,,4/13/2026,3/16/2026,,CLUSTER,INITIAL,7400117752,3/12/2026,40962150,,v1,PO AWAL,
ATP,KARANGJUNTI RW 03 BREBES,BBS000945,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,128,,,,,,,2/4/2026,,2/28/2026,2/27/2026,,CLUSTER,INITIAL,7400117746,3/12/2026,37359150,,v1,PO AWAL,
ATP,KARANGJUNTI RW 02 BREBES,BBS000944,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,64,,,,,,,2/4/2026,,2/28/2026,2/26/2026,,CLUSTER,INITIAL,7400117748,3/12/2026,22484700,,v1,PO AWAL,
ATP,KARANGJUNTI RW 01 BREBES,BBS000946,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,124,,,,,,,2/4/2026,,2/28/2026,2/26/2026,,CLUSTER,INITIAL,7400117750,3/12/2026,29727900,,v1,PO AWAL,
ATP,PARAKANCANGGAH RW 11 BANJARNEGARA,BNR000042,REGIONAL 3,JATENG,BANJARNEGARA,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,136,,,,,,,2/11/2026,,4/15/2026,2/26/2026,,CLUSTER,INITIAL,7400117770,3/12/2026,21660700,,v1,PO AWAL,
ATP,SUMBEREJO RW 03 GEGER,,REGIONAL 3,JATIM,MADIUN,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,,,,,,,,,,2/21/2026,2/20/2026,,CLUSTER,INITIAL,7400066866,2/6/2025,61494500,,v1,PO AWAL,
ATP,SIMPANG 3 SIPIN RT 33 JAMBI,JMB001244,REGIONAL 1,JAMBI,JAMBI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,127,,,,,,,2/12/2026,4/1/2026,4/1/2026,2/28/2026,,CLUSTER,INITIAL,7400116369,3/4/2026,41885500,,v1,PO AWAL,
ATP,DESA TAMBAK ANYAR ILIR BANJARMASIN,BJM001214,REGIONAL 4,KALSEL,BANJARMASIN,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,300,,,,,,,2/16/2026,,2/26/2026,2/26/2026,,CLUSTER,INITIAL,7400118688,3/18/2026,49465750,,v1,PO AWAL,
ATP,TERITIP RT 05 BALIKPAPAN,BPP000895,REGIONAL 4,KALTIM,BALIKPAPAN,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,192,,,,,,,2/19/2026,,2/28/2026,2/27/2026,,CLUSTER,INITIAL,7400117742,3/12/2026,65477000,,v1,PO AWAL,
ATP,BUKIT TUNGGAL RT 05 RW 14 PALANGKARAYA,PLK000176,REGIONAL 4,KALTENG,PALANGKARAYA,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,204,,,,,,,2/22/2026,,2-Feb-26,2/27/2026,,CLUSTER,INITIAL,7400117758,3/12/2026,100532000,,v1,PO AWAL,
ATP,Perumahan Kalisemi Indah Parakancanggah,BNR000048,REGIONAL 3,JATENG,BANJARNEGARA,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,221,,,,,,,2/24/2026,,4/15/2026,2/25/2026,,CLUSTER,INITIAL,7400117767,3/12/2026,49183200,,v1,PO AWAL,
ATP,KARANGTALOK RW 07 SAMPAI RW 12 PEMALANG,PML000556,REGIONAL 3,JATENG,PEMALANG,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,DONE,,,,,652,,,,,,,2/26/2026,,2/28/2026,2/27/2026,,CLUSTER,INITIAL,7400118692,3/18/2026,127399300,,v1,PO AWAL,
ATP,KARANGWAGE RW 02 PATI,PTI000379,REGIONAL 3,JATENG,PATI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,207,,,,,,,2/23/2026,,12/Mar//26,2/26/2026,,CLUSTER,INITIAL,7400118691,3/18/2026,60513700,,v1,PO AWAL,
ATP,KARANGWAGE RW 01 PATI,PTI000378,REGIONAL 3,JATENG,PATI,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,123,,,,,,,2/23/2026,,3/12/2026,2/28/2026,,CLUSTER,INITIAL,7400118690,3/18/2026,26836500,,v1,PO AWAL,
ATP,MENTENG RT 08 RW 13 PALANGKARAYA,PLK000178,REGIONAL 4,KALTENG,PALANGKARAYA,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,252,,,,,,,2/26/2026,,2/2/2026,2/28/2026,,CLUSTER,INITIAL,7400118695,3/18/2026,135777500,,v1,PO AWAL,
ATP,SATREYAN RW 02 DAN 03 BLITAR,,REGIONAL 3,JATIM,BLITAR,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,,,,,,,,,,4/25/2026,3/5/2026,,CLUSTER,INITIAL,7400114967,2/26/2026,144942750,,v1,PO AWAL,
ATP,DUSUN KREONGAN ATAS JEMBERLOR JEMBER,JMR000501,REGIONAL 3,JATIM,JEMBER,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,312,,,,,,,3/2/2026,4/30/2026,5/4/2026,3/8/2026,,CLUSTER,INITIAL,7400117738,3/12/2026,82473550,,v1,PO AWAL,
RFS,DUSUN PERTAMINA HAGU TEUNGOH LHOKSEUMAWE,LSM000068,REGIONAL 1,NAD,LHOKSEUMAWE,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,198,,,,,,,3/9/2026,,,3/31/2026,,CLUSTER,INITIAL,7400119771,4/6/2026,53168500,,v1,PO AWAL,
RFS,ROROTAN RT 01 SAMPAI 12 RW 05 JAKARTA UTARA,,REGIONAL 2,JAKARTA,JAKARTA UTARA,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,363,,,,,,,3/16/2026,,,3/30/2026,,CLUSTER,INITIAL,7400120652,4/13/2026,58852750,,v1,PO AWAL,
RFS,"PENGGILINGAN RT 08, 09, DAN 12 RW 03 JAKARTA TIMUR",JKT006840,REGIONAL 2,JAKARTA,JAKARTA TIMUR,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,132,,,,,,,3/14/2026,,,3/31/2026,,CLUSTER,INITIAL,7400120650,4/13/2026,25754250,,v1,PO AWAL,
ATP,NEGLA RW 04 BREBES,BBS000749,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,174,,,,,,,2/27/2026,,4/30/2026,3/18/2026,,CLUSTER,INITIAL,7400119789,4/6/2026,43546450,,v1,PO AWAL,
ATP,REJOWINANGUN RW 03 KADEMANGAN BLITAR,BLT000565,REGIONAL 3,JATENG,BLITAR,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,210,,,,,,,3/9/2026,4/1/2026,4/2/2026,3/31/2026,,CLUSTER,INITIAL,7400119766,4/6/2026,68160000,,v1,PO AWAL,
ATP,REJOWINANGUN RW 04 KADEMANGAN,BLT000228,REGIONAL 3,JATENG,BLITAR,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,200,,,,,,,3/9/2026,4/1/2026,4/2/2026,3/31/2026,,CLUSTER,INITIAL,7400119762,4/6/2026,59230250,,v1,PO AWAL,
ATP,PERUMAHAN MUTIARA INDAH BINTORO,JMR000306,REGIONAL 3,JATENG,JEMBER,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,201,,,,,,,3/3/2026,4/30/2026,5/4/2026,3/28/2026,,CLUSTER,INITIAL,7400122208,4/24/2026,45659150,,v1,PO AWAL,
ATP,KLANDASAN ULU RT 03 SAMPAI 22 BALIKPAPAN,BPP000916,REGIONAL 4,KALTIM,BALIKPAPAN,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,831,,,,,,,3/2/2026,,,3/27/2026,,CLUSTER,INITIAL,7400122215,4/24/2026,128744250,,v1,PO AWAL,
ATP,PERUMAHAN TAMAN INDAH KALFANI GORONTALO,GTO000206,REGIONAL 5,GORONTALO,GORONTALO,,,,,ATP,DONE,DONE,RELEASED,DONE,PUNCLIST,NOT STARTED,,,,,139,,,,,,,1/28/2026,4/23/2026,4/23/2026,3/27/2026,,CLUSTER,INITIAL,7400120671,4/13/2026,42891950,,v1,PO AWAL,
ATP,NEGLA RW 01 BREBES,BBS000938,REGIONAL 3,JATENG,BREBES,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,235,,,,,,,2/27/2026,,4/30/2026,3/18/2026,,CLUSTER,INITIAL,7400119791,4/6/2026,54454650,,v1,PO AWAL,
RFS,Slambur RW 02 Geger,MAD000345,REGIONAL 3,JATIM,MADIUN,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,205,,,,,,,3/5/2026,,,4/8/2026,,,,,,,,,,
ATP,JEBED UTARA RW 12 PEMALANG,PML000408,REGIONAL 3,JATENG,PEMALANG,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,142,,,,,,,10/13/2025,,4/14/2026,4/15/2026,,,,,,,,,,
ATP,KARANGWULUH RW 02 PURWOREJO,PWR000315,REGIONAL 3,JATENG,PURWOREJO,,,,,ATP,DONE,DONE,RELEASED,DONE,DONE,ON PROGRESS,,,,,106,,,,,,,3/4/2026,4/25/2026,4/27/2025,4/23/2026,,CLUSTER,INITIAL,7400119801,4/6/2026,27409000,,v1,PO AWAL,
ATP,DANASARI RW 08 PEMALANG,PML000414,REGIONAL 3,JATENG,PEMALANG,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,133,,,,,,,10/23/2025,,4/14/2026,4/30/2026,,,,,,,,,,
RFS,DUSUN ANGSANA DAN DUSUN PANTE OE HAGU BARAT LAUT LHOKSEUMAWE,LSM000071,REGIONAL 1,NAD,LHOKSEUMAWE,,,,,RFS,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,322,,,,,,,3/9/2026,,,4/15/2026,,CLUSTER,INITIAL,7400119775,4/6/2026,102467250,,v1,PO AWAL,
ATP,MANGGAR RT 06 BALIKPAPAN,BPP000896,REGIONAL 4,KALTIM,BALIKPAPAN,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,243,,,,,,,3/26/2026,,5/12/2026,4/20/2026,,CLUSTER,INITIAL,7400121947,4/20/2026,49308000,,v1,PO AWAL,
ATP,OPEN AREA JALAN TERATAI GEBANG JEMBER,JMR000253,REGIONAL 3,JATIM,JEMBER,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,166,,,,,,,3/3/2026,4/30/2026,5/4/2026,4/17/2026,,CLUSTER,INITIAL,7400122212,4/24/2026,47870850,,v1,PO AWAL,
ATP,GEBANG RW 24 JEMBER,JMR000206,REGIONAL 3,JATIM,JEMBER,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,202,,,,,,,3/3/2026,4/30/2026,5/4/2026,4/18/2026,,CLUSTER,INITIAL,7400122210,4/24/2026,39900900,,v1,PO AWAL,
ATP,REJOWINANGUN RW 02 KADEMANGAN,BLT000227,REGIONAL 3,JATIM,BLITAR,,,,,ATP,DONE,DONE,RELEASED,DONE,,ON PROGRESS,,,,,242,,,,,,,3/9/2026,4/27/2026,4/28/2026,4/7/2026,,CLUSTER,INITIAL,7400119760,4/6/2026,64035000,,v1,PO AWAL,
